chr	start	end	strand	gene_ID	gene_type	gene_short_name
chr13	47229117	47229971	-	ENSMUSG00000128330	lncRNA	ENSMUSG00000128330
chr13	47238251	47259677	-	ENSMUSG00000021377	protein_coding	Dek
chr13	47259822	47334042	+	ENSMUSG00000114681	lncRNA	1700026N04Rik
chr13	47264043	47265767	-	ENSMUSG00000127099	lncRNA	ENSMUSG00000127099
chr13	47269991	47277153	-	ENSMUSG00000126940	lncRNA	ENSMUSG00000126940
chr13	47276132	47401467	+	ENSMUSG00000038068	protein_coding	Rnf144b
chr13	47297399	47302146	-	ENSMUSG00000114961	lncRNA	A930002C04Rik
chr13	47305833	47308484	-	ENSMUSG00000114882	TEC	Gm48581
chr13	47319404	47325829	-	ENSMUSG00000126975	lncRNA	ENSMUSG00000126975
chr13	47372995	47377730	-	ENSMUSG00000127015	lncRNA	ENSMUSG00000127015
chr13	47415318	47416528	-	ENSMUSG00000135927	lncRNA	ENSMUSG00000135927
chr13	47418880	47463597	+	ENSMUSG00000129812	lncRNA	ENSMUSG00000129812
chr13	47477722	47614136	+	ENSMUSG00000114843	lncRNA	Gm35733
chr13	47488727	47497840	-	ENSMUSG00000114958	lncRNA	Gm48612
chr13	47614516	47617871	+	ENSMUSG00000124477	lncRNA	ENSMUSG00000124477
chr13	47716742	47720207	+	ENSMUSG00000137532	lncRNA	ENSMUSG00000137532
chr13	47801491	47822388	+	ENSMUSG00000114509	lncRNA	4930471G24Rik
chr13	47845217	47847441	-	ENSMUSG00000124709	lncRNA	ENSMUSG00000124709
chr13	47937630	48009931	-	ENSMUSG00000123217	lncRNA	ENSMUSG00000123217
chr13	47938179	47984975	+	ENSMUSG00000123253	lncRNA	ENSMUSG00000123253
chr13	47997298	48087777	+	ENSMUSG00000114959	lncRNA	G630093K05Rik
chr13	48055385	48101904	-	ENSMUSG00000123290	lncRNA	ENSMUSG00000123290
chr13	48094269	48097692	+	ENSMUSG00000123328	lncRNA	ENSMUSG00000123328
chr13	48113806	48172141	-	ENSMUSG00000047324	lncRNA	4931429P17Rik
chr13	48185189	48195947	+	ENSMUSG00000114810	lncRNA	Gm36101
chr13	48197707	48416126	-	ENSMUSG00000114860	lncRNA	Gm49291
chr13	48240027	48243587	+	ENSMUSG00000127367	lncRNA	ENSMUSG00000127367
chr13	48298781	48310585	+	ENSMUSG00000127329	lncRNA	ENSMUSG00000127329
chr13	48333464	48349908	+	ENSMUSG00000127297	lncRNA	ENSMUSG00000127297
chr13	48381265	48404328	+	ENSMUSG00000130040	lncRNA	ENSMUSG00000130040
chr13	48414704	48419502	+	ENSMUSG00000021379	protein_coding	Id4
chr13	48425883	48427496	-	ENSMUSG00000097326	lncRNA	A330048O09Rik
chr13	48442265	48489944	-	ENSMUSG00000140178	lncRNA	ENSMUSG00000140178
chr13	48466146	48467727	+	ENSMUSG00000114881	processed_pseudogene	Gm8588
chr13	48512935	48561988	-	ENSMUSG00000114695	lncRNA	Gm48648
chr13	48544484	48563509	+	ENSMUSG00000123414	lncRNA	ENSMUSG00000123414
chr13	48581926	48585146	-	ENSMUSG00000131770	lncRNA	ENSMUSG00000131770
chr13	48593010	48595803	-	ENSMUSG00000131695	lncRNA	ENSMUSG00000131695
chr13	48619286	48622427	-	ENSMUSG00000138681	lncRNA	ENSMUSG00000138681
chr13	48641123	48666927	-	ENSMUSG00000050954	protein_coding	Zfp169
chr13	48644461	48645537	+	ENSMUSG00000138718	lncRNA	ENSMUSG00000138718
chr13	48651624	48656897	+	ENSMUSG00000138639	lncRNA	ENSMUSG00000138639
chr13	48667000	48668632	+	ENSMUSG00000053181	lncRNA	A830005F24Rik
chr13	48677138	48699987	-	ENSMUSG00000097375	lncRNA	6720427I07Rik
chr13	48689488	48689590	-	ENSMUSG00000065453	miRNA	Mirlet7d
chr13	48691301	48691397	+	ENSMUSG00002075428	miRNA	Gm54609
chr13	48691305	48691393	-	ENSMUSG00000105621	miRNA	Mirlet7f-1
chr13	48691655	48691748	-	ENSMUSG00000065421	miRNA	Mirlet7a-1
chr13	48696120	48698509	-	ENSMUSG00000103373	TEC	Gm37238
chr13	48705144	48706042	-	ENSMUSG00000126015	lncRNA	ENSMUSG00000126015
chr13	48719429	48720117	+	ENSMUSG00000126125	lncRNA	ENSMUSG00000126125
chr13	48725729	48725860	-	ENSMUSG00000119268	snoRNA	Gm25232
chr13	48731348	48779140	-	ENSMUSG00000038042	protein_coding	Ptpdc1
chr13	48746956	48750057	+	ENSMUSG00000113037	lncRNA	Gm36550
chr13	48794771	48802255	-	ENSMUSG00000125959	lncRNA	ENSMUSG00000125959
chr13	48805993	48816276	-	ENSMUSG00000132612	lncRNA	ENSMUSG00000132612
chr13	48810299	48813021	+	ENSMUSG00000132655	lncRNA	ENSMUSG00000132655
chr13	48816474	48819983	+	ENSMUSG00000021381	protein_coding	Barx1
chr13	48861651	48904277	+	ENSMUSG00000135778	lncRNA	ENSMUSG00000135778
chr13	48872366	48886417	-	ENSMUSG00000135817	lncRNA	ENSMUSG00000135817
chr13	48916526	48917057	-	ENSMUSG00000113297	processed_pseudogene	Rpl17-ps6
chr13	48955226	49024595	-	ENSMUSG00000038025	protein_coding	Phf2
chr13	49024092	49030170	+	ENSMUSG00000086889	lncRNA	Phf2os1
chr13	49031358	49032178	-	ENSMUSG00000131786	lncRNA	ENSMUSG00000131786
chr13	49032695	49121493	-	ENSMUSG00000038014	protein_coding	Fam120a
chr13	49121809	49123482	+	ENSMUSG00000120113	lncRNA	Fam120aos
chr13	49180768	49182343	+	ENSMUSG00000131096	lncRNA	ENSMUSG00000131096
chr13	49189779	49301490	-	ENSMUSG00000037989	protein_coding	Wnk2
chr13	49322539	49337421	-	ENSMUSG00000132248	lncRNA	ENSMUSG00000132248
chr13	49340961	49349720	+	ENSMUSG00000037966	protein_coding	Ninj1
chr13	49356426	49369513	-	ENSMUSG00000037960	protein_coding	Card19
chr13	49369579	49370302	+	ENSMUSG00000126508	lncRNA	ENSMUSG00000126508
chr13	49384166	49402182	-	ENSMUSG00000021384	protein_coding	Susd3
chr13	49401749	49406647	+	ENSMUSG00000126208	lncRNA	ENSMUSG00000126208
chr13	49412260	49415278	+	ENSMUSG00000131422	lncRNA	ENSMUSG00000131422
chr13	49415030	49473787	-	ENSMUSG00000037946	protein_coding	Fgd3
chr13	49495061	49540502	+	ENSMUSG00000037933	protein_coding	Bicd2
chr13	49514185	49514736	-	ENSMUSG00000134277	lncRNA	ENSMUSG00000134277
chr13	49574725	49618049	+	ENSMUSG00000021385	protein_coding	Ippk
chr13	49617499	49806261	-	ENSMUSG00000021391	protein_coding	Cenpp
chr13	49646794	49650065	+	ENSMUSG00000113255	protein_coding	Tes3-ps
chr13	49658286	49686265	+	ENSMUSG00000043631	protein_coding	Ecm2
chr13	49697919	49721041	+	ENSMUSG00000021388	protein_coding	Aspn
chr13	49735938	49746298	+	ENSMUSG00000048368	protein_coding	Omd
chr13	49761522	49777977	+	ENSMUSG00000021390	protein_coding	Ogn
chr13	49781919	49783019	+	ENSMUSG00000138073	lncRNA	ENSMUSG00000138073
chr13	49806554	49832492	+	ENSMUSG00000021392	protein_coding	Nol8
chr13	49830157	49835528	-	ENSMUSG00000125820	lncRNA	ENSMUSG00000125820
chr13	49835576	49887743	+	ENSMUSG00000037851	protein_coding	Iars1
chr13	49837777	49837909	+	ENSMUSG00000087963	snoRNA	Gm25394
chr13	49867595	49867716	+	ENSMUSG00000077360	snoRNA	Gm23482
chr13	49903941	49906092	+	ENSMUSG00000118398	processed_pseudogene	Gm19334
chr13	49915958	49918730	+	ENSMUSG00000125704	lncRNA	ENSMUSG00000125704
chr13	49917804	49918779	+	ENSMUSG00000113823	transcribed_processed_pseudogene	Gm270
chr13	49919958	49942343	+	ENSMUSG00000137988	lncRNA	ENSMUSG00000137988
chr13	49938241	49952477	-	ENSMUSG00000114073	protein_coding	Spata31e1
chr13	49938457	49940768	+	ENSMUSG00000112995	lncRNA	Gm47977
chr13	49958420	49959428	-	ENSMUSG00000069236	processed_pseudogene	Gm7251
chr13	49968192	49975196	+	ENSMUSG00000138996	lncRNA	ENSMUSG00000138996
chr13	49974204	49975122	+	ENSMUSG00000113254	transcribed_processed_pseudogene	Gm272
chr13	50010204	50018198	-	ENSMUSG00000122175	lncRNA	ENSMUSG00000122175
chr13	50015705	50018165	-	ENSMUSG00000113530	transcribed_processed_pseudogene	Gm8672
chr13	50018276	50058620	+	ENSMUSG00000129140	lncRNA	ENSMUSG00000129140
chr13	50036993	50037800	+	ENSMUSG00000113333	processed_pseudogene	Gm19011
chr13	50044459	50046904	-	ENSMUSG00000113782	processed_pseudogene	Gm48009
chr13	50049555	50058738	-	ENSMUSG00000129174	lncRNA	ENSMUSG00000129174
chr13	50053471	50058633	-	ENSMUSG00000093976	transcribed_processed_pseudogene	Gm8674
chr13	50099132	50099369	-	ENSMUSG00000094886	processed_pseudogene	Gm10784
chr13	50124017	50215655	+	ENSMUSG00000114175	lncRNA	Gm48051
chr13	50130294	50131110	-	ENSMUSG00000090497	TEC	Gm17611
chr13	50154383	50156294	-	ENSMUSG00000113963	processed_pseudogene	Gm6554
chr13	50203040	50205041	-	ENSMUSG00000113312	processed_pseudogene	Gm48052
chr13	50210477	50212421	-	ENSMUSG00000113888	processed_pseudogene	LOC667541
chr13	50220696	50223870	-	ENSMUSG00000128516	lncRNA	ENSMUSG00000128516
chr13	50253062	50258081	-	ENSMUSG00000113007	transcribed_processed_pseudogene	Gm8700
chr13	50271435	50272521	+	ENSMUSG00000130351	lncRNA	ENSMUSG00000130351
chr13	50272042	50272150	+	ENSMUSG00002076947	miRNA	Gm54740
chr13	50287706	50288546	-	ENSMUSG00000113921	processed_pseudogene	Gm48054
chr13	50291083	50350227	+	ENSMUSG00000113227	lncRNA	4933433N18Rik
chr13	50319059	50339066	-	ENSMUSG00000140103	lncRNA	ENSMUSG00000140103
chr13	50319609	50321885	-	ENSMUSG00000113437	transcribed_unprocessed_pseudogene	Gm47412
chr13	50361578	50362124	-	ENSMUSG00000113718	processed_pseudogene	Gm2645
chr13	50395745	50395993	+	ENSMUSG00000113480	processed_pseudogene	Gm47413
chr13	50399217	50404344	-	ENSMUSG00000095300	protein_coding	Spata31e3
chr13	50399939	50510331	+	ENSMUSG00000114035	lncRNA	Gm31126
chr13	50416430	50416538	+	ENSMUSG00002076704	miRNA	Gm54741
chr13	50421367	50422024	-	ENSMUSG00000140259	lncRNA	ENSMUSG00000140259
chr13	50497619	50645777	-	ENSMUSG00000101136	lncRNA	Gm8739
chr13	50525063	50526288	-	ENSMUSG00000140185	lncRNA	ENSMUSG00000140185
chr13	50571900	50587816	+	ENSMUSG00000037816	protein_coding	Fbxw17
chr13	50584558	50621225	-	ENSMUSG00000140066	lncRNA	ENSMUSG00000140066
chr13	50597444	50597948	-	ENSMUSG00000114559	protein_coding	Gm47429
chr13	50621343	50629391	+	ENSMUSG00000071909	protein_coding	Nutm2
chr13	50666014	50667234	+	ENSMUSG00000140220	lncRNA	ENSMUSG00000140220
chr13	50671302	50749603	-	ENSMUSG00000140003	lncRNA	ENSMUSG00000140003
chr13	50698662	50698770	-	ENSMUSG00000119579	miRNA	Mir683-1
chr13	50715475	50729418	+	ENSMUSG00000140146	lncRNA	ENSMUSG00000140146
chr13	50715509	50724912	+	ENSMUSG00000113354	transcribed_unprocessed_pseudogene	Gm20789
chr13	50755008	50755116	-	ENSMUSG00000119667	miRNA	Mir683-2
chr13	50772707	50828173	-	ENSMUSG00000143429	lncRNA	ENSMUSG00000143429
chr13	50780195	50806527	+	ENSMUSG00000121884	lncRNA	Gm904
chr13	50797308	50803963	+	ENSMUSG00000096641	transcribed_unprocessed_pseudogene	Gm19663
chr13	50832916	50856747	-	ENSMUSG00000126530	lncRNA	ENSMUSG00000126530
chr13	50833573	50833681	-	ENSMUSG00002076726	miRNA	Gm54749
chr13	50852348	50857471	+	ENSMUSG00000094918	protein_coding	Spata31e4
chr13	50899293	50902387	+	ENSMUSG00000126568	lncRNA	ENSMUSG00000126568
chr13	50907419	50919376	-	ENSMUSG00000113652	lncRNA	4930518P08Rik
chr13	50927363	50972421	-	ENSMUSG00000131968	lncRNA	ENSMUSG00000131968
chr13	50940180	50941771	+	ENSMUSG00000112976	processed_pseudogene	Gm2654
chr13	51008905	51088224	-	ENSMUSG00000124514	lncRNA	ENSMUSG00000124514
chr13	51013370	51014192	-	ENSMUSG00000113509	processed_pseudogene	Gm19009
chr13	51039369	51045990	+	ENSMUSG00000121934	protein_coding	ENSMUSG00000121934
chr13	51061889	51063498	+	ENSMUSG00000124552	lncRNA	ENSMUSG00000124552
chr13	51107211	51170114	-	ENSMUSG00000141569	lncRNA	ENSMUSG00000141569
chr13	51126249	51130783	+	ENSMUSG00000141604	lncRNA	ENSMUSG00000141604
chr13	51168122	51168247	+	ENSMUSG00000084609	misc_RNA	Gm22199
chr13	51254916	51306582	+	ENSMUSG00000021395	protein_coding	Spin1
chr13	51325058	51329224	+	ENSMUSG00000021396	protein_coding	Nxnl2
chr13	51356734	51356871	+	ENSMUSG00002075045	miRNA	Gm54751
chr13	51356763	51357101	-	ENSMUSG00000091383	processed_pseudogene	H2af-ps2
chr13	51359299	51360147	-	ENSMUSG00000113521	processed_pseudogene	Gm29787
chr13	51492957	51493743	+	ENSMUSG00000113426	processed_pseudogene	Gm6056
chr13	51499032	51499634	+	ENSMUSG00000113162	processed_pseudogene	Gm47554
chr13	51519507	51525969	+	ENSMUSG00000142103	lncRNA	ENSMUSG00000142103
chr13	51525992	51530333	-	ENSMUSG00000134728	lncRNA	ENSMUSG00000134728
chr13	51532120	51572811	-	ENSMUSG00000112959	lncRNA	Gm32834
chr13	51557906	51558840	+	ENSMUSG00000135355	lncRNA	ENSMUSG00000135355
chr13	51562675	51576833	+	ENSMUSG00000067586	protein_coding	S1pr3
chr13	51585077	51723523	-	ENSMUSG00000021448	protein_coding	Shc3
chr13	51723687	51724248	+	ENSMUSG00000126288	lncRNA	ENSMUSG00000126288
chr13	51796723	51798643	+	ENSMUSG00000139476	lncRNA	ENSMUSG00000139476
chr13	51799268	51804696	+	ENSMUSG00000062248	protein_coding	Cks2
chr13	51802235	51802370	+	ENSMUSG00000064672	snoRNA	Gm22806
chr13	51803598	51805687	-	ENSMUSG00000139430	lncRNA	ENSMUSG00000139430
chr13	51805733	51838080	+	ENSMUSG00000035139	protein_coding	Secisbp2
chr13	51839565	51947783	-	ENSMUSG00000021451	protein_coding	Sema4d
chr13	51919330	51919437	+	ENSMUSG00002076130	miRNA	Gm54775
chr13	51960300	51962175	+	ENSMUSG00000133605	lncRNA	ENSMUSG00000133605
chr13	51977447	51977994	-	ENSMUSG00000123426	lncRNA	ENSMUSG00000123426
chr13	51989288	51991486	-	ENSMUSG00000126450	lncRNA	ENSMUSG00000126450
chr13	51992548	51993046	+	ENSMUSG00000143348	lncRNA	ENSMUSG00000143348
chr13	52000714	52002504	+	ENSMUSG00000021453	protein_coding	Gadd45g
chr13	52087267	52088251	-	ENSMUSG00000132994	lncRNA	ENSMUSG00000132994
chr13	52118646	52121461	-	ENSMUSG00000127666	lncRNA	ENSMUSG00000127666
chr13	52127250	52130619	+	ENSMUSG00000097495	lncRNA	Gm26651
chr13	52173810	52175963	-	ENSMUSG00000102173	TEC	Gm37872
chr13	52236625	52237744	-	ENSMUSG00000143576	lncRNA	ENSMUSG00000143576
chr13	52237708	52240016	+	ENSMUSG00000143539	lncRNA	ENSMUSG00000143539
chr13	52241643	52250709	-	ENSMUSG00000113090	lncRNA	Gm48190
chr13	52250705	52278197	+	ENSMUSG00000113211	lncRNA	4921525O09Rik
chr13	52334190	52337367	+	ENSMUSG00000113399	lncRNA	Gm48199
chr13	52339117	52342387	-	ENSMUSG00000138893	lncRNA	ENSMUSG00000138893
chr13	52658416	52685315	-	ENSMUSG00000047842	protein_coding	Diras2
chr13	52699620	52727346	-	ENSMUSG00000120488	lncRNA	Gm2848
chr13	52704948	52711708	+	ENSMUSG00000134498	lncRNA	ENSMUSG00000134498
chr13	52737209	52802828	+	ENSMUSG00000021457	protein_coding	Syk
chr13	52883647	52951845	-	ENSMUSG00000113737	lncRNA	BB123696
chr13	52983094	53000962	+	ENSMUSG00000128987	lncRNA	ENSMUSG00000128987
chr13	52989155	53083717	-	ENSMUSG00000021460	protein_coding	Auh
chr13	53007656	53016227	+	ENSMUSG00000129025	lncRNA	ENSMUSG00000129025
chr13	53107366	53122535	+	ENSMUSG00000135938	lncRNA	ENSMUSG00000135938
chr13	53118657	53118768	-	ENSMUSG00002075804	rRNA	Gm54813
chr13	53121245	53135109	-	ENSMUSG00000056749	protein_coding	Nfil3
chr13	53135235	53136307	+	ENSMUSG00000135971	lncRNA	ENSMUSG00000135971
chr13	53135397	53136099	-	ENSMUSG00000136009	lncRNA	ENSMUSG00000136009
chr13	53139967	53190603	+	ENSMUSG00000113101	lncRNA	Gm33424
chr13	53161223	53172172	-	ENSMUSG00000125211	lncRNA	ENSMUSG00000125211
chr13	53207191	53223640	-	ENSMUSG00000143809	lncRNA	ENSMUSG00000143809
chr13	53263348	53440160	-	ENSMUSG00000021464	protein_coding	Ror2
chr13	53323811	53327008	+	ENSMUSG00000125897	lncRNA	ENSMUSG00000125897
chr13	53453935	53463544	-	ENSMUSG00000124173	lncRNA	ENSMUSG00000124173
chr13	53486784	53531433	-	ENSMUSG00000021468	protein_coding	Sptlc1
chr13	53489251	53501048	+	ENSMUSG00000128979	lncRNA	ENSMUSG00000128979
chr13	53547630	53609666	+	ENSMUSG00000107008	lncRNA	Gm2762
chr13	53557974	53568895	-	ENSMUSG00000107305	lncRNA	Gm43262
chr13	53570007	53575755	-	ENSMUSG00000126028	protein_coding	ENSMUSG00000126028
chr13	53582374	53583947	-	ENSMUSG00000126070	lncRNA	ENSMUSG00000126070
chr13	53616105	53628944	+	ENSMUSG00000137738	lncRNA	ENSMUSG00000137738
chr13	53620920	53627110	-	ENSMUSG00000021469	protein_coding	Msx2
chr13	53655816	53687569	-	ENSMUSG00000113834	lncRNA	Gm34022
chr13	53679739	53680095	+	ENSMUSG00000063166	processed_pseudogene	Gm5449
chr13	53789926	53793275	-	ENSMUSG00000113599	lncRNA	9530014B07Rik
chr13	53802587	53804346	+	ENSMUSG00000113329	lncRNA	4930555G21Rik
chr13	53834247	53854531	-	ENSMUSG00000112965	lncRNA	Gm34278
chr13	53842715	53851698	+	ENSMUSG00000131872	lncRNA	ENSMUSG00000131872
chr13	53918585	53941850	-	ENSMUSG00000139133	lncRNA	ENSMUSG00000139133
chr13	53930660	53933563	+	ENSMUSG00000114143	lncRNA	Gm48548
chr13	53992732	54004155	-	ENSMUSG00000139571	lncRNA	ENSMUSG00000139571
chr13	54042663	54044891	+	ENSMUSG00000114012	processed_pseudogene	Gm18974
chr13	54064668	54069974	-	ENSMUSG00000114069	lncRNA	E130119H09Rik
chr13	54075229	54099846	-	ENSMUSG00000113982	lncRNA	Gm34557
chr13	54088249	54091141	+	ENSMUSG00000134506	lncRNA	ENSMUSG00000134506
chr13	54122963	54130685	+	ENSMUSG00000113882	lncRNA	Gm48550
chr13	54205202	54209724	-	ENSMUSG00000021478	protein_coding	Drd1
chr13	54225888	54262361	+	ENSMUSG00000021474	protein_coding	Sfxn1
chr13	54242381	54279689	-	ENSMUSG00000141540	lncRNA	ENSMUSG00000141540
chr13	54294954	54295821	+	ENSMUSG00000114042	processed_pseudogene	Gm18473
chr13	54331808	54547147	-	ENSMUSG00000086137	lncRNA	Gm16248
chr13	54346148	54390199	+	ENSMUSG00000034987	protein_coding	Hrh2
chr13	54367229	54392647	-	ENSMUSG00000090016	lncRNA	Gm16578
chr13	54391819	54393465	+	ENSMUSG00000135772	lncRNA	ENSMUSG00000135772
chr13	54399315	54399603	+	ENSMUSG00000113327	lncRNA	Gm48615
chr13	54423548	54436828	-	ENSMUSG00000135668	lncRNA	ENSMUSG00000135668
chr13	54436415	54443270	+	ENSMUSG00000135700	lncRNA	ENSMUSG00000135700
chr13	54455942	54491592	+	ENSMUSG00000112941	lncRNA	Gm48623
chr13	54485553	54486605	-	ENSMUSG00000135813	lncRNA	ENSMUSG00000135813
chr13	54501607	54508018	-	ENSMUSG00000135731	lncRNA	ENSMUSG00000135731
chr13	54519162	54531730	+	ENSMUSG00000025867	protein_coding	Cplx2
chr13	54577254	54577513	-	ENSMUSG00002076631	misc_RNA	Gm54824
chr13	54606650	54616662	-	ENSMUSG00000025872	protein_coding	Thoc3
chr13	54612621	54614480	+	ENSMUSG00000135921	lncRNA	ENSMUSG00000135921
chr13	54622302	54651834	-	ENSMUSG00000133063	lncRNA	ENSMUSG00000133063
chr13	54647518	54647902	-	ENSMUSG00000086567	processed_pseudogene	Gm2830
chr13	54651592	54699103	+	ENSMUSG00000043183	protein_coding	Simc1
chr13	54699031	54713248	-	ENSMUSG00000025871	protein_coding	4833439L19Rik
chr13	54722828	54728941	+	ENSMUSG00000025870	protein_coding	Arl10
chr13	54725926	54726062	+	ENSMUSG00000080454	miRNA	Gm24195
chr13	54729502	54730578	+	ENSMUSG00000120863	lncRNA	Gm56582
chr13	54731998	54737903	-	ENSMUSG00000025869	protein_coding	Nop16
chr13	54738020	54738971	+	ENSMUSG00000025868	protein_coding	Higd2a
chr13	54740214	54759157	-	ENSMUSG00000047547	protein_coding	Cltb
chr13	54769221	54770264	-	ENSMUSG00000136076	lncRNA	ENSMUSG00000136076
chr13	54769597	54811876	+	ENSMUSG00000025873	protein_coding	Faf2
chr13	54827212	54841720	-	ENSMUSG00000034928	protein_coding	Rnf44
chr13	54835094	54835560	+	ENSMUSG00000141930	lncRNA	ENSMUSG00000141930
chr13	54835663	54836770	+	ENSMUSG00000141887	lncRNA	ENSMUSG00000141887
chr13	54849274	54884475	+	ENSMUSG00000034918	protein_coding	Cdhr2
chr13	54884484	54897687	-	ENSMUSG00000069227	protein_coding	Gprin1
chr13	54902435	54905971	+	ENSMUSG00000134414	lncRNA	ENSMUSG00000134414
chr13	54906673	54914408	-	ENSMUSG00000034891	protein_coding	Sncb
chr13	54925327	54930904	-	ENSMUSG00000084949	lncRNA	Gm16249
chr13	54931811	54936272	+	ENSMUSG00000074895	protein_coding	Eif4e1b
chr13	54937190	54944589	+	ENSMUSG00000025875	protein_coding	Tspan17
chr13	54969192	55056423	+	ENSMUSG00000100728	lncRNA	Gm29431
chr13	54988462	54988717	-	ENSMUSG00000086097	processed_pseudogene	Gm16250
chr13	55001835	55003363	-	ENSMUSG00000126521	lncRNA	ENSMUSG00000126521
chr13	55003020	55008769	+	ENSMUSG00000126483	lncRNA	ENSMUSG00000126483
chr13	55003454	55004541	+	ENSMUSG00000126564	lncRNA	ENSMUSG00000126564
chr13	55005893	55022754	-	ENSMUSG00000126444	lncRNA	ENSMUSG00000126444
chr13	55060985	55075223	+	ENSMUSG00000085896	lncRNA	5330429C05Rik
chr13	55074548	55078081	-	ENSMUSG00000087335	lncRNA	4930526F13Rik
chr13	55078137	55081955	+	ENSMUSG00000125900	lncRNA	ENSMUSG00000125900
chr13	55081138	55097044	-	ENSMUSG00000125861	lncRNA	ENSMUSG00000125861
chr13	55082275	55083644	+	ENSMUSG00000125967	lncRNA	ENSMUSG00000125967
chr13	55087915	55090605	+	ENSMUSG00000125939	lncRNA	ENSMUSG00000125939
chr13	55097224	55153831	+	ENSMUSG00000025876	protein_coding	Unc5a
chr13	55153798	55169198	-	ENSMUSG00000025877	protein_coding	Hk3
chr13	55161178	55162286	+	ENSMUSG00000125837	lncRNA	ENSMUSG00000125837
chr13	55165986	55171394	+	ENSMUSG00000124929	lncRNA	ENSMUSG00000124929
chr13	55175693	55248113	-	ENSMUSG00000025878	protein_coding	Uimc1
chr13	55233590	55234072	+	ENSMUSG00000094446	processed_pseudogene	Gm6344
chr13	55253124	55282638	+	ENSMUSG00000021481	protein_coding	Zfp346
chr13	55275652	55275996	-	ENSMUSG00000114481	processed_pseudogene	Gm46415
chr13	55291110	55294313	-	ENSMUSG00000123571	lncRNA	ENSMUSG00000123571
chr13	55300453	55316572	+	ENSMUSG00000005320	protein_coding	Fgfr4
chr13	55331089	55337194	+	ENSMUSG00000135064	lncRNA	ENSMUSG00000135064
chr13	55335169	55336969	+	ENSMUSG00000135102	lncRNA	ENSMUSG00000135102
chr13	55338238	55338890	+	ENSMUSG00000125032	lncRNA	ENSMUSG00000125032
chr13	55357595	55466138	+	ENSMUSG00000021488	protein_coding	Nsd1
chr13	55401038	55402214	-	ENSMUSG00000114359	processed_pseudogene	Gm47816
chr13	55467556	55469759	-	ENSMUSG00000034789	protein_coding	Rab24
chr13	55468313	55473085	+	ENSMUSG00000021486	protein_coding	Prelid1
chr13	55472981	55477636	-	ENSMUSG00000021485	protein_coding	Mxd3
chr13	55491646	55510596	-	ENSMUSG00000021484	protein_coding	Lman2
chr13	55517545	55532500	+	ENSMUSG00000052087	protein_coding	Rgs14
chr13	55539843	55541023	+	ENSMUSG00000136600	lncRNA	ENSMUSG00000136600
chr13	55546000	55563405	+	ENSMUSG00000021490	protein_coding	Slc34a1
chr13	55562501	55563045	-	ENSMUSG00000044444	protein_coding	Pfn3
chr13	55565771	55574606	-	ENSMUSG00000021492	protein_coding	F12
chr13	55574718	55575489	+	ENSMUSG00000124291	lncRNA	ENSMUSG00000124291
chr13	55582019	55585933	-	ENSMUSG00000139075	lncRNA	ENSMUSG00000139075
chr13	55591354	55592986	-	ENSMUSG00000139304	lncRNA	ENSMUSG00000139304
chr13	55592885	55608740	+	ENSMUSG00000074886	protein_coding	Grk6
chr13	55600919	55600984	+	ENSMUSG00000099058	miRNA	Mir6943
chr13	55604021	55612052	-	ENSMUSG00000131306	lncRNA	ENSMUSG00000131306
chr13	55612080	55620967	+	ENSMUSG00000034686	protein_coding	Prr7
chr13	55621242	55635924	-	ENSMUSG00000034675	protein_coding	Dbn1
chr13	55625494	55625589	-	ENSMUSG00000098341	miRNA	Mir6944
chr13	55643608	55661489	-	ENSMUSG00000021493	protein_coding	Pdlim7
chr13	55655438	55655505	-	ENSMUSG00000099096	miRNA	Mir6945
chr13	55671044	55677109	-	ENSMUSG00000035711	protein_coding	Dok3
chr13	55678223	55684471	-	ENSMUSG00000021494	protein_coding	Ddx41
chr13	55683808	55696680	+	ENSMUSG00000114633	lncRNA	Gm46416
chr13	55687129	55718933	-	ENSMUSG00000021495	protein_coding	Fam193b
chr13	55718977	55736314	+	ENSMUSG00000129595	lncRNA	ENSMUSG00000129595
chr13	55721545	55745510	+	ENSMUSG00000058569	protein_coding	Tmed9
chr13	55747709	55758256	+	ENSMUSG00000021504	protein_coding	B4galt7
chr13	55749995	55752596	-	ENSMUSG00000086506	lncRNA	Gm15911
chr13	55770818	55780224	+	ENSMUSG00000021501	protein_coding	Caml
chr13	55782841	55829069	+	ENSMUSG00000021500	protein_coding	Ddx46
chr13	55840937	55851313	+	ENSMUSG00000045767	protein_coding	B230219D22Rik
chr13	55862463	55874040	+	ENSMUSG00000021497	protein_coding	Txndc15
chr13	55875181	55924643	+	ENSMUSG00000021496	protein_coding	Pcbd2
chr13	55922944	55932343	-	ENSMUSG00000069223	lncRNA	4930451E10Rik
chr13	55932381	55956811	+	ENSMUSG00000021499	protein_coding	Catsper3
chr13	55972864	55984005	-	ENSMUSG00000021506	protein_coding	Pitx1
chr13	55974063	56254791	+	ENSMUSG00000114493	lncRNA	Gm47071
chr13	55983173	55983908	-	ENSMUSG00000100096	lncRNA	Gm28760
chr13	55995022	55995941	-	ENSMUSG00000143588	lncRNA	ENSMUSG00000143588
chr13	56052339	56057885	-	ENSMUSG00000143510	lncRNA	ENSMUSG00000143510
chr13	56064903	56065570	-	ENSMUSG00000143635	lncRNA	ENSMUSG00000143635
