"blastomere","k_null","blast"
"B2",352,"Blastomere B"
"B2",346,"Blastomere B"
"B2",340,"Blastomere B"
"B2",349,"Blastomere B"
"B2",350,"Blastomere B"
"B2",359,"Blastomere B"
"B2",361,"Blastomere B"
"B2",357,"Blastomere B"
"B2",361,"Blastomere B"
"B2",369,"Blastomere B"
"B2",350,"Blastomere B"
"B2",355,"Blastomere B"
"B2",361,"Blastomere B"
"B2",342,"Blastomere B"
"B2",347,"Blastomere B"
"B2",341,"Blastomere B"
"B2",354,"Blastomere B"
"B2",357,"Blastomere B"
"B2",354,"Blastomere B"
"B2",351,"Blastomere B"
"B2",353,"Blastomere B"
"B2",353,"Blastomere B"
"B2",347,"Blastomere B"
"B2",352,"Blastomere B"
"B2",346,"Blastomere B"
"B2",359,"Blastomere B"
"B2",351,"Blastomere B"
"B2",361,"Blastomere B"
"B2",334,"Blastomere B"
"B2",350,"Blastomere B"
"B2",361,"Blastomere B"
"B2",361,"Blastomere B"
"B2",354,"Blastomere B"
"B2",337,"Blastomere B"
"B2",348,"Blastomere B"
"B2",346,"Blastomere B"
"B2",357,"Blastomere B"
"B2",353,"Blastomere B"
"B2",350,"Blastomere B"
"B2",345,"Blastomere B"
"B2",355,"Blastomere B"
"B2",369,"Blastomere B"
"B2",365,"Blastomere B"
"B2",352,"Blastomere B"
"B2",355,"Blastomere B"
"B2",354,"Blastomere B"
"B2",353,"Blastomere B"
"B2",354,"Blastomere B"
"B2",341,"Blastomere B"
"B2",370,"Blastomere B"
"B2",359,"Blastomere B"
"B2",347,"Blastomere B"
"B2",354,"Blastomere B"
"B2",355,"Blastomere B"
"B2",352,"Blastomere B"
"B2",349,"Blastomere B"
"B2",357,"Blastomere B"
"B2",365,"Blastomere B"
"B2",356,"Blastomere B"
"B2",353,"Blastomere B"
"B2",344,"Blastomere B"
"B2",346,"Blastomere B"
"B2",351,"Blastomere B"
"B2",357,"Blastomere B"
"B2",348,"Blastomere B"
"B2",336,"Blastomere B"
"B2",354,"Blastomere B"
"B2",350,"Blastomere B"
"B2",355,"Blastomere B"
"B2",353,"Blastomere B"
"B2",353,"Blastomere B"
"B2",339,"Blastomere B"
"B2",350,"Blastomere B"
"B2",349,"Blastomere B"
"B2",354,"Blastomere B"
"B2",356,"Blastomere B"
"B2",356,"Blastomere B"
"B2",354,"Blastomere B"
"B2",348,"Blastomere B"
"B2",368,"Blastomere B"
"B2",348,"Blastomere B"
"B2",369,"Blastomere B"
"B2",356,"Blastomere B"
"B2",347,"Blastomere B"
"B2",347,"Blastomere B"
"B2",355,"Blastomere B"
"B2",346,"Blastomere B"
"B2",342,"Blastomere B"
"B2",346,"Blastomere B"
"B2",353,"Blastomere B"
"B2",344,"Blastomere B"
"B2",344,"Blastomere B"
"B2",351,"Blastomere B"
"B2",358,"Blastomere B"
"B2",336,"Blastomere B"
"B2",360,"Blastomere B"
"B2",362,"Blastomere B"
"B2",365,"Blastomere B"
"B2",347,"Blastomere B"
"B2",350,"Blastomere B"
"B2",347,"Blastomere B"
"B2",358,"Blastomere B"
"B2",351,"Blastomere B"
"B2",348,"Blastomere B"
"B2",357,"Blastomere B"
"B2",340,"Blastomere B"
"B2",345,"Blastomere B"
"B2",354,"Blastomere B"
"B2",334,"Blastomere B"
"B2",354,"Blastomere B"
"B2",347,"Blastomere B"
"B2",352,"Blastomere B"
"B2",351,"Blastomere B"
"B2",367,"Blastomere B"
"B2",349,"Blastomere B"
"B2",352,"Blastomere B"
"B2",368,"Blastomere B"
"B2",358,"Blastomere B"
"B2",340,"Blastomere B"
"B2",350,"Blastomere B"
"B2",355,"Blastomere B"
"B2",337,"Blastomere B"
"B2",343,"Blastomere B"
"B2",355,"Blastomere B"
"B2",363,"Blastomere B"
"B2",353,"Blastomere B"
"B2",348,"Blastomere B"
"B2",364,"Blastomere B"
"B2",335,"Blastomere B"
"B2",342,"Blastomere B"
"B2",352,"Blastomere B"
"B2",351,"Blastomere B"
"B2",356,"Blastomere B"
"B2",355,"Blastomere B"
"B2",360,"Blastomere B"
"B2",357,"Blastomere B"
"B2",349,"Blastomere B"
"B2",363,"Blastomere B"
"B2",338,"Blastomere B"
"B2",348,"Blastomere B"
"B2",348,"Blastomere B"
"B2",360,"Blastomere B"
"B2",359,"Blastomere B"
"B2",356,"Blastomere B"
"B2",351,"Blastomere B"
"B2",353,"Blastomere B"
"B2",355,"Blastomere B"
"B2",359,"Blastomere B"
"B2",340,"Blastomere B"
"B2",348,"Blastomere B"
"B2",357,"Blastomere B"
"B2",335,"Blastomere B"
"B2",349,"Blastomere B"
"B2",357,"Blastomere B"
"B2",346,"Blastomere B"
"B2",367,"Blastomere B"
"B2",349,"Blastomere B"
"B2",357,"Blastomere B"
"B2",345,"Blastomere B"
"B2",348,"Blastomere B"
"B2",334,"Blastomere B"
"B2",345,"Blastomere B"
"B2",355,"Blastomere B"
"B2",359,"Blastomere B"
"B2",348,"Blastomere B"
"B2",345,"Blastomere B"
"B2",350,"Blastomere B"
"B2",359,"Blastomere B"
"B2",359,"Blastomere B"
"B2",352,"Blastomere B"
"B2",342,"Blastomere B"
"B2",350,"Blastomere B"
"B2",348,"Blastomere B"
"B2",365,"Blastomere B"
"B2",354,"Blastomere B"
"B2",343,"Blastomere B"
"B2",346,"Blastomere B"
"B2",354,"Blastomere B"
"B2",349,"Blastomere B"
"B2",361,"Blastomere B"
"B2",345,"Blastomere B"
"B2",352,"Blastomere B"
"B2",348,"Blastomere B"
"B2",354,"Blastomere B"
"B2",350,"Blastomere B"
"B2",353,"Blastomere B"
"B2",365,"Blastomere B"
"B2",355,"Blastomere B"
"B2",351,"Blastomere B"
"B2",348,"Blastomere B"
"B2",348,"Blastomere B"
"B2",349,"Blastomere B"
"B2",353,"Blastomere B"
"B2",338,"Blastomere B"
"B2",347,"Blastomere B"
"B2",344,"Blastomere B"
"B2",349,"Blastomere B"
"B2",340,"Blastomere B"
"B2",357,"Blastomere B"
"B2",352,"Blastomere B"
"B2",354,"Blastomere B"
"B2",339,"Blastomere B"
"B2",357,"Blastomere B"
"B2",350,"Blastomere B"
"B2",353,"Blastomere B"
"B2",353,"Blastomere B"
"B2",351,"Blastomere B"
"B2",344,"Blastomere B"
"B2",340,"Blastomere B"
"B2",342,"Blastomere B"
"B2",360,"Blastomere B"
"B2",357,"Blastomere B"
"B2",357,"Blastomere B"
"B2",357,"Blastomere B"
"B2",350,"Blastomere B"
"B2",354,"Blastomere B"
"B2",357,"Blastomere B"
"B2",337,"Blastomere B"
"B2",359,"Blastomere B"
"B2",355,"Blastomere B"
"B2",346,"Blastomere B"
"B2",359,"Blastomere B"
"B2",357,"Blastomere B"
"B2",350,"Blastomere B"
"B2",348,"Blastomere B"
"B2",352,"Blastomere B"
"B2",350,"Blastomere B"
"B2",354,"Blastomere B"
"B2",348,"Blastomere B"
"B2",350,"Blastomere B"
"B2",356,"Blastomere B"
"B2",342,"Blastomere B"
"B2",351,"Blastomere B"
"B2",352,"Blastomere B"
"B2",351,"Blastomere B"
"B2",364,"Blastomere B"
"B2",365,"Blastomere B"
"B2",354,"Blastomere B"
"B2",346,"Blastomere B"
"B2",351,"Blastomere B"
"B2",357,"Blastomere B"
"B2",360,"Blastomere B"
"B2",361,"Blastomere B"
"B2",349,"Blastomere B"
"B2",355,"Blastomere B"
"B2",345,"Blastomere B"
"B2",333,"Blastomere B"
"B2",356,"Blastomere B"
"B2",360,"Blastomere B"
"B2",344,"Blastomere B"
"B2",350,"Blastomere B"
"B2",355,"Blastomere B"
"B2",351,"Blastomere B"
"B2",356,"Blastomere B"
"B2",353,"Blastomere B"
"B2",359,"Blastomere B"
"B2",347,"Blastomere B"
"B2",347,"Blastomere B"
"B2",341,"Blastomere B"
"B2",360,"Blastomere B"
"B2",340,"Blastomere B"
"B2",358,"Blastomere B"
"B2",357,"Blastomere B"
"B2",345,"Blastomere B"
"B2",332,"Blastomere B"
"B2",350,"Blastomere B"
"B2",355,"Blastomere B"
"B2",344,"Blastomere B"
"B2",353,"Blastomere B"
"B2",359,"Blastomere B"
"B2",360,"Blastomere B"
"B2",361,"Blastomere B"
"B2",358,"Blastomere B"
"B2",341,"Blastomere B"
"B2",353,"Blastomere B"
"B2",357,"Blastomere B"
"B2",356,"Blastomere B"
"B2",351,"Blastomere B"
"B2",350,"Blastomere B"
"B2",344,"Blastomere B"
"B2",342,"Blastomere B"
"B2",345,"Blastomere B"
"B2",338,"Blastomere B"
"B2",362,"Blastomere B"
"B2",347,"Blastomere B"
"B2",363,"Blastomere B"
"B2",382,"Blastomere B"
"B2",346,"Blastomere B"
"B2",363,"Blastomere B"
"B2",369,"Blastomere B"
"B2",351,"Blastomere B"
"B2",364,"Blastomere B"
"B2",357,"Blastomere B"
"B2",351,"Blastomere B"
"B2",363,"Blastomere B"
"B2",347,"Blastomere B"
"B2",346,"Blastomere B"
"B2",354,"Blastomere B"
"B2",340,"Blastomere B"
"B2",358,"Blastomere B"
"B2",349,"Blastomere B"
"B2",353,"Blastomere B"
"B2",337,"Blastomere B"
"B2",348,"Blastomere B"
"B2",347,"Blastomere B"
"B2",363,"Blastomere B"
"B2",363,"Blastomere B"
"B2",363,"Blastomere B"
"B2",363,"Blastomere B"
"B2",361,"Blastomere B"
"B2",358,"Blastomere B"
"B2",328,"Blastomere B"
"B2",341,"Blastomere B"
"B2",363,"Blastomere B"
"B2",352,"Blastomere B"
"B2",361,"Blastomere B"
"B2",353,"Blastomere B"
"B2",345,"Blastomere B"
"B2",345,"Blastomere B"
"B2",354,"Blastomere B"
"B2",356,"Blastomere B"
"B2",367,"Blastomere B"
"B2",351,"Blastomere B"
"B2",338,"Blastomere B"
"B2",364,"Blastomere B"
"B2",349,"Blastomere B"
"B2",355,"Blastomere B"
"B2",344,"Blastomere B"
"B2",342,"Blastomere B"
"B2",368,"Blastomere B"
"B2",355,"Blastomere B"
"B2",348,"Blastomere B"
"B2",346,"Blastomere B"
"B2",354,"Blastomere B"
"B2",364,"Blastomere B"
"B2",360,"Blastomere B"
"B2",336,"Blastomere B"
"B2",357,"Blastomere B"
"B2",358,"Blastomere B"
"B2",353,"Blastomere B"
"B2",332,"Blastomere B"
"B2",347,"Blastomere B"
"B2",355,"Blastomere B"
"B2",358,"Blastomere B"
"B2",366,"Blastomere B"
"B2",358,"Blastomere B"
"B2",349,"Blastomere B"
"B2",343,"Blastomere B"
"B2",372,"Blastomere B"
"B2",350,"Blastomere B"
"B2",350,"Blastomere B"
"B2",349,"Blastomere B"
"B2",363,"Blastomere B"
"B2",344,"Blastomere B"
"B2",347,"Blastomere B"
"B2",374,"Blastomere B"
"B2",342,"Blastomere B"
"B2",344,"Blastomere B"
"B2",356,"Blastomere B"
"B2",346,"Blastomere B"
"B2",356,"Blastomere B"
"B2",349,"Blastomere B"
"B2",352,"Blastomere B"
"B2",345,"Blastomere B"
"B2",347,"Blastomere B"
"B2",344,"Blastomere B"
"B2",349,"Blastomere B"
"B2",348,"Blastomere B"
"B2",340,"Blastomere B"
"B2",341,"Blastomere B"
"B2",351,"Blastomere B"
"B2",352,"Blastomere B"
"B2",348,"Blastomere B"
"B2",355,"Blastomere B"
"B2",355,"Blastomere B"
"B2",338,"Blastomere B"
"B2",351,"Blastomere B"
"B2",358,"Blastomere B"
"B2",356,"Blastomere B"
"B2",365,"Blastomere B"
"B2",341,"Blastomere B"
"B2",348,"Blastomere B"
"B2",355,"Blastomere B"
"B2",351,"Blastomere B"
"B2",350,"Blastomere B"
"B2",357,"Blastomere B"
"B2",347,"Blastomere B"
"B2",340,"Blastomere B"
"B2",361,"Blastomere B"
"B2",345,"Blastomere B"
"B2",356,"Blastomere B"
"B2",353,"Blastomere B"
"B2",350,"Blastomere B"
"B2",358,"Blastomere B"
"B2",351,"Blastomere B"
"B2",352,"Blastomere B"
"B2",353,"Blastomere B"
"B2",347,"Blastomere B"
"B2",357,"Blastomere B"
"B2",347,"Blastomere B"
"B2",361,"Blastomere B"
"B2",368,"Blastomere B"
"B2",353,"Blastomere B"
"B2",355,"Blastomere B"
"B2",361,"Blastomere B"
"B2",382,"Blastomere B"
"B2",349,"Blastomere B"
"B2",358,"Blastomere B"
"B2",358,"Blastomere B"
"B2",354,"Blastomere B"
"B2",359,"Blastomere B"
"B2",368,"Blastomere B"
"B2",354,"Blastomere B"
"B2",355,"Blastomere B"
"B2",359,"Blastomere B"
"B2",347,"Blastomere B"
"B2",356,"Blastomere B"
"B2",349,"Blastomere B"
"B2",361,"Blastomere B"
"B2",335,"Blastomere B"
"B2",362,"Blastomere B"
"B2",356,"Blastomere B"
"B2",357,"Blastomere B"
"B2",355,"Blastomere B"
"B2",337,"Blastomere B"
"B2",350,"Blastomere B"
"B2",346,"Blastomere B"
"B2",349,"Blastomere B"
"B2",365,"Blastomere B"
"B2",368,"Blastomere B"
"B2",353,"Blastomere B"
"B2",359,"Blastomere B"
"B2",352,"Blastomere B"
"B2",343,"Blastomere B"
"B2",348,"Blastomere B"
"B2",343,"Blastomere B"
"B2",348,"Blastomere B"
"B2",346,"Blastomere B"
"B2",356,"Blastomere B"
"B2",364,"Blastomere B"
"B2",347,"Blastomere B"
"B2",348,"Blastomere B"
"B2",350,"Blastomere B"
"B2",351,"Blastomere B"
"B2",361,"Blastomere B"
"B2",353,"Blastomere B"
"B2",371,"Blastomere B"
"B2",352,"Blastomere B"
"B2",330,"Blastomere B"
"B2",357,"Blastomere B"
"B2",345,"Blastomere B"
"B2",345,"Blastomere B"
"B2",334,"Blastomere B"
"B2",352,"Blastomere B"
"B2",351,"Blastomere B"
"B2",352,"Blastomere B"
"B2",357,"Blastomere B"
"B2",354,"Blastomere B"
"B2",345,"Blastomere B"
"B2",356,"Blastomere B"
"B2",342,"Blastomere B"
"B2",369,"Blastomere B"
"B2",354,"Blastomere B"
"B2",347,"Blastomere B"
"B2",346,"Blastomere B"
"B2",350,"Blastomere B"
"B2",341,"Blastomere B"
"B2",337,"Blastomere B"
"B2",348,"Blastomere B"
"B2",355,"Blastomere B"
"B2",348,"Blastomere B"
"B2",344,"Blastomere B"
"B2",359,"Blastomere B"
"B2",353,"Blastomere B"
"B2",355,"Blastomere B"
"B2",345,"Blastomere B"
"B2",362,"Blastomere B"
"B2",353,"Blastomere B"
"B2",358,"Blastomere B"
"B2",356,"Blastomere B"
"B2",340,"Blastomere B"
"B2",344,"Blastomere B"
"B2",352,"Blastomere B"
"B2",359,"Blastomere B"
"B2",350,"Blastomere B"
"B2",360,"Blastomere B"
"B2",366,"Blastomere B"
"B2",346,"Blastomere B"
"B2",363,"Blastomere B"
"B2",349,"Blastomere B"
"B2",360,"Blastomere B"
"B2",346,"Blastomere B"
"B2",359,"Blastomere B"
"B2",355,"Blastomere B"
"B2",359,"Blastomere B"
"B2",344,"Blastomere B"
"B2",354,"Blastomere B"
"B2",337,"Blastomere B"
"B2",359,"Blastomere B"
"B2",344,"Blastomere B"
"B2",344,"Blastomere B"
"B2",352,"Blastomere B"
"B2",351,"Blastomere B"
"B2",347,"Blastomere B"
"B2",336,"Blastomere B"
"B2",331,"Blastomere B"
"B2",344,"Blastomere B"
"B2",354,"Blastomere B"
"B2",360,"Blastomere B"
"B2",360,"Blastomere B"
"B2",361,"Blastomere B"
"B2",349,"Blastomere B"
"B2",353,"Blastomere B"
"B2",353,"Blastomere B"
"B2",361,"Blastomere B"
"B2",365,"Blastomere B"
"B2",355,"Blastomere B"
"B2",350,"Blastomere B"
"B2",362,"Blastomere B"
"B2",353,"Blastomere B"
"B2",342,"Blastomere B"
"B2",355,"Blastomere B"
"B2",357,"Blastomere B"
"B2",343,"Blastomere B"
"B2",349,"Blastomere B"
"B2",350,"Blastomere B"
"B2",344,"Blastomere B"
"B2",358,"Blastomere B"
"B2",355,"Blastomere B"
"B2",346,"Blastomere B"
"B2",339,"Blastomere B"
"B2",364,"Blastomere B"
"B2",344,"Blastomere B"
"B2",362,"Blastomere B"
"B2",354,"Blastomere B"
"B2",350,"Blastomere B"
"B2",348,"Blastomere B"
"B2",349,"Blastomere B"
"B2",341,"Blastomere B"
"B2",354,"Blastomere B"
"B2",356,"Blastomere B"
"B2",358,"Blastomere B"
"B2",358,"Blastomere B"
"B2",348,"Blastomere B"
"B2",347,"Blastomere B"
"B2",358,"Blastomere B"
"B2",345,"Blastomere B"
"B2",339,"Blastomere B"
"B2",356,"Blastomere B"
"B2",354,"Blastomere B"
"B2",356,"Blastomere B"
"B2",353,"Blastomere B"
"B2",366,"Blastomere B"
"B2",356,"Blastomere B"
"B2",356,"Blastomere B"
"B2",337,"Blastomere B"
"B2",361,"Blastomere B"
"B2",351,"Blastomere B"
"B2",357,"Blastomere B"
"B2",359,"Blastomere B"
"B2",360,"Blastomere B"
"B2",347,"Blastomere B"
"B2",349,"Blastomere B"
"B2",353,"Blastomere B"
"B2",353,"Blastomere B"
"B2",360,"Blastomere B"
"B2",352,"Blastomere B"
"B2",353,"Blastomere B"
"B2",346,"Blastomere B"
"B2",346,"Blastomere B"
"B2",350,"Blastomere B"
"B2",367,"Blastomere B"
"B2",342,"Blastomere B"
"B2",347,"Blastomere B"
"B2",349,"Blastomere B"
"B2",353,"Blastomere B"
"B2",358,"Blastomere B"
"B2",344,"Blastomere B"
"B2",352,"Blastomere B"
"B2",351,"Blastomere B"
"B2",339,"Blastomere B"
"B2",349,"Blastomere B"
"B2",350,"Blastomere B"
"B2",355,"Blastomere B"
"B2",349,"Blastomere B"
"B2",362,"Blastomere B"
"B2",359,"Blastomere B"
"B2",356,"Blastomere B"
"B2",347,"Blastomere B"
"B2",340,"Blastomere B"
"B2",363,"Blastomere B"
"B2",366,"Blastomere B"
"B2",356,"Blastomere B"
"B2",362,"Blastomere B"
"B2",342,"Blastomere B"
"B2",361,"Blastomere B"
"B2",358,"Blastomere B"
"B2",359,"Blastomere B"
"B2",346,"Blastomere B"
"B2",363,"Blastomere B"
"B2",350,"Blastomere B"
"B2",341,"Blastomere B"
"B2",358,"Blastomere B"
"B2",345,"Blastomere B"
"B2",339,"Blastomere B"
"B2",340,"Blastomere B"
"B2",340,"Blastomere B"
"B2",358,"Blastomere B"
"B2",359,"Blastomere B"
"B2",359,"Blastomere B"
"B2",363,"Blastomere B"
"B2",358,"Blastomere B"
"B2",352,"Blastomere B"
"B2",352,"Blastomere B"
"B2",337,"Blastomere B"
"B2",361,"Blastomere B"
"B2",351,"Blastomere B"
"B2",354,"Blastomere B"
"B2",373,"Blastomere B"
"B2",352,"Blastomere B"
"B2",354,"Blastomere B"
"B2",346,"Blastomere B"
"B2",358,"Blastomere B"
"B2",343,"Blastomere B"
"B2",361,"Blastomere B"
"B2",349,"Blastomere B"
"B2",352,"Blastomere B"
"B2",354,"Blastomere B"
"B2",351,"Blastomere B"
"B2",361,"Blastomere B"
"B2",367,"Blastomere B"
"B2",346,"Blastomere B"
"B2",359,"Blastomere B"
"B2",342,"Blastomere B"
"B2",341,"Blastomere B"
"B2",352,"Blastomere B"
"B2",349,"Blastomere B"
"B2",355,"Blastomere B"
"B2",363,"Blastomere B"
"B2",359,"Blastomere B"
"B2",347,"Blastomere B"
"B2",363,"Blastomere B"
"B2",349,"Blastomere B"
"B2",345,"Blastomere B"
"B2",333,"Blastomere B"
"B2",351,"Blastomere B"
"B2",341,"Blastomere B"
"B2",366,"Blastomere B"
"B2",347,"Blastomere B"
"B2",344,"Blastomere B"
"B2",356,"Blastomere B"
"B2",338,"Blastomere B"
"B2",348,"Blastomere B"
"B2",358,"Blastomere B"
"B2",346,"Blastomere B"
"B2",346,"Blastomere B"
"B2",365,"Blastomere B"
"B2",352,"Blastomere B"
"B2",348,"Blastomere B"
"B2",359,"Blastomere B"
"B2",351,"Blastomere B"
"B2",346,"Blastomere B"
"B2",346,"Blastomere B"
"B2",357,"Blastomere B"
"B2",351,"Blastomere B"
"B2",353,"Blastomere B"
"B2",366,"Blastomere B"
"B2",349,"Blastomere B"
"B2",344,"Blastomere B"
"B2",345,"Blastomere B"
"B2",352,"Blastomere B"
"B2",343,"Blastomere B"
"B2",341,"Blastomere B"
"B2",351,"Blastomere B"
"B2",354,"Blastomere B"
"B2",362,"Blastomere B"
"B2",354,"Blastomere B"
"B2",348,"Blastomere B"
"B2",343,"Blastomere B"
"B2",349,"Blastomere B"
"B2",360,"Blastomere B"
"B2",345,"Blastomere B"
"B2",345,"Blastomere B"
"B2",353,"Blastomere B"
"B2",353,"Blastomere B"
"B2",357,"Blastomere B"
"B2",364,"Blastomere B"
"B2",355,"Blastomere B"
"B2",345,"Blastomere B"
"B2",351,"Blastomere B"
"B2",349,"Blastomere B"
"B2",345,"Blastomere B"
"B2",352,"Blastomere B"
"B2",347,"Blastomere B"
"B2",337,"Blastomere B"
"B2",361,"Blastomere B"
"B2",357,"Blastomere B"
"B2",366,"Blastomere B"
"B2",358,"Blastomere B"
"B2",367,"Blastomere B"
"B2",348,"Blastomere B"
"B2",353,"Blastomere B"
"B2",350,"Blastomere B"
"B2",335,"Blastomere B"
"B2",366,"Blastomere B"
"B2",347,"Blastomere B"
"B2",353,"Blastomere B"
"B2",353,"Blastomere B"
"B2",350,"Blastomere B"
"B2",355,"Blastomere B"
"B2",369,"Blastomere B"
"B2",351,"Blastomere B"
"B2",366,"Blastomere B"
"B2",342,"Blastomere B"
"B2",338,"Blastomere B"
"B2",360,"Blastomere B"
"B2",358,"Blastomere B"
"B2",354,"Blastomere B"
"B2",354,"Blastomere B"
"B2",341,"Blastomere B"
"B2",349,"Blastomere B"
"B2",346,"Blastomere B"
"B2",352,"Blastomere B"
"B2",346,"Blastomere B"
"B2",348,"Blastomere B"
"B2",353,"Blastomere B"
"B2",348,"Blastomere B"
"B2",349,"Blastomere B"
"B2",346,"Blastomere B"
"B2",346,"Blastomere B"
"B2",354,"Blastomere B"
"B2",371,"Blastomere B"
"B2",348,"Blastomere B"
"B2",354,"Blastomere B"
"B2",362,"Blastomere B"
"B2",345,"Blastomere B"
"B2",355,"Blastomere B"
"B2",356,"Blastomere B"
"B2",365,"Blastomere B"
"B2",340,"Blastomere B"
"B2",355,"Blastomere B"
"B2",334,"Blastomere B"
"B2",354,"Blastomere B"
"B2",356,"Blastomere B"
"B2",362,"Blastomere B"
"B2",344,"Blastomere B"
"B2",358,"Blastomere B"
"B2",346,"Blastomere B"
"B2",337,"Blastomere B"
"B2",360,"Blastomere B"
"B2",338,"Blastomere B"
"B2",350,"Blastomere B"
"B2",352,"Blastomere B"
"B2",360,"Blastomere B"
"B2",335,"Blastomere B"
"B2",347,"Blastomere B"
"B2",344,"Blastomere B"
"B2",348,"Blastomere B"
"B2",353,"Blastomere B"
"B2",352,"Blastomere B"
"B2",344,"Blastomere B"
"B2",364,"Blastomere B"
"B2",359,"Blastomere B"
"B2",363,"Blastomere B"
"B2",345,"Blastomere B"
"B2",352,"Blastomere B"
"B2",368,"Blastomere B"
"B2",348,"Blastomere B"
"B2",355,"Blastomere B"
"B2",343,"Blastomere B"
"B2",362,"Blastomere B"
"B2",355,"Blastomere B"
"B2",360,"Blastomere B"
"B2",368,"Blastomere B"
"B2",353,"Blastomere B"
"B2",358,"Blastomere B"
"B2",343,"Blastomere B"
"B2",362,"Blastomere B"
"B2",346,"Blastomere B"
"B2",353,"Blastomere B"
"B2",348,"Blastomere B"
"B2",335,"Blastomere B"
"B2",360,"Blastomere B"
"B2",366,"Blastomere B"
"B2",355,"Blastomere B"
"B2",350,"Blastomere B"
"B2",346,"Blastomere B"
"B2",362,"Blastomere B"
"B2",359,"Blastomere B"
"B2",352,"Blastomere B"
"B2",342,"Blastomere B"
"B2",363,"Blastomere B"
"B2",348,"Blastomere B"
"B2",349,"Blastomere B"
"B2",348,"Blastomere B"
"B2",351,"Blastomere B"
"B2",351,"Blastomere B"
"B2",348,"Blastomere B"
"B2",353,"Blastomere B"
"B2",355,"Blastomere B"
"B2",333,"Blastomere B"
"B2",355,"Blastomere B"
"B2",358,"Blastomere B"
"B2",343,"Blastomere B"
"B2",344,"Blastomere B"
"B2",353,"Blastomere B"
"B2",356,"Blastomere B"
"B2",355,"Blastomere B"
"B2",355,"Blastomere B"
"B2",349,"Blastomere B"
"B2",355,"Blastomere B"
"B2",347,"Blastomere B"
"B2",359,"Blastomere B"
"B2",342,"Blastomere B"
"B2",351,"Blastomere B"
"B2",359,"Blastomere B"
"B2",345,"Blastomere B"
"B2",346,"Blastomere B"
"B2",355,"Blastomere B"
"B2",360,"Blastomere B"
"B2",368,"Blastomere B"
"B2",353,"Blastomere B"
"B2",344,"Blastomere B"
"B2",346,"Blastomere B"
"B2",355,"Blastomere B"
"B2",353,"Blastomere B"
"B2",353,"Blastomere B"
"B2",360,"Blastomere B"
"B2",353,"Blastomere B"
"B2",366,"Blastomere B"
"B2",362,"Blastomere B"
"B2",344,"Blastomere B"
"B2",348,"Blastomere B"
"B2",354,"Blastomere B"
"B2",358,"Blastomere B"
"B2",342,"Blastomere B"
"B2",362,"Blastomere B"
"B2",355,"Blastomere B"
"B2",357,"Blastomere B"
"B2",344,"Blastomere B"
"B2",357,"Blastomere B"
"B2",362,"Blastomere B"
"B2",364,"Blastomere B"
"B2",349,"Blastomere B"
"B2",347,"Blastomere B"
"B2",351,"Blastomere B"
"B2",356,"Blastomere B"
"B2",347,"Blastomere B"
"B2",363,"Blastomere B"
"B2",374,"Blastomere B"
"B2",354,"Blastomere B"
"B2",353,"Blastomere B"
"B2",344,"Blastomere B"
"B2",354,"Blastomere B"
"B2",361,"Blastomere B"
"B2",355,"Blastomere B"
"B2",368,"Blastomere B"
"B2",340,"Blastomere B"
"B2",342,"Blastomere B"
"B2",360,"Blastomere B"
"B2",353,"Blastomere B"
"B2",355,"Blastomere B"
"B2",349,"Blastomere B"
"B2",352,"Blastomere B"
"B2",358,"Blastomere B"
"B2",355,"Blastomere B"
"B2",363,"Blastomere B"
"B2",348,"Blastomere B"
"B2",347,"Blastomere B"
"B2",365,"Blastomere B"
"B2",346,"Blastomere B"
"B2",348,"Blastomere B"
"B2",363,"Blastomere B"
"B2",356,"Blastomere B"
"B2",350,"Blastomere B"
"B2",351,"Blastomere B"
"B2",347,"Blastomere B"
"B2",349,"Blastomere B"
"B2",357,"Blastomere B"
"B2",353,"Blastomere B"
"B2",350,"Blastomere B"
"B2",362,"Blastomere B"
"B2",361,"Blastomere B"
"B2",352,"Blastomere B"
"B2",348,"Blastomere B"
"B2",365,"Blastomere B"
"B2",347,"Blastomere B"
"B2",350,"Blastomere B"
"B2",357,"Blastomere B"
"B2",360,"Blastomere B"
"B2",343,"Blastomere B"
"B2",345,"Blastomere B"
"B2",342,"Blastomere B"
"B2",354,"Blastomere B"
"B2",352,"Blastomere B"
"B2",351,"Blastomere B"
"B2",358,"Blastomere B"
"B2",356,"Blastomere B"
"B2",359,"Blastomere B"
"B2",356,"Blastomere B"
"B2",358,"Blastomere B"
"B2",344,"Blastomere B"
"B2",339,"Blastomere B"
"B2",361,"Blastomere B"
"B2",346,"Blastomere B"
"B2",354,"Blastomere B"
"B2",345,"Blastomere B"
"B2",360,"Blastomere B"
"B2",345,"Blastomere B"
"B2",357,"Blastomere B"
"B2",354,"Blastomere B"
"B2",337,"Blastomere B"
"B2",345,"Blastomere B"
"B2",364,"Blastomere B"
"B2",356,"Blastomere B"
"B2",352,"Blastomere B"
"B2",346,"Blastomere B"
"B2",348,"Blastomere B"
"B2",362,"Blastomere B"
"B2",348,"Blastomere B"
"B2",354,"Blastomere B"
"B2",353,"Blastomere B"
"B2",349,"Blastomere B"
"B2",351,"Blastomere B"
"B2",363,"Blastomere B"
"B2",353,"Blastomere B"
"B2",350,"Blastomere B"
"B2",356,"Blastomere B"
"B2",350,"Blastomere B"
"B2",344,"Blastomere B"
"B2",350,"Blastomere B"
"B2",360,"Blastomere B"
